New York,1789,73
New York,1790,104
New York,1791,107
New York,1792,103
New York,1793,75
New York,1836,57
New York,1837,289
New York,1838,247
New York,1839,221
New York,1840,280
New York,1841,227
New York,1842,674
New York,1843,674
New York,1844,672
New York,1845,674
New York,1846,673
New York,1847,675
New York,1848,678
New York,1849,676
New York,1850,674
New York,1851,672
New York,1852,684
New York,1853,674
New York,1854,674
New York,1855,663
New York,1856,678
New York,1857,676
New York,1858,675
New York,1859,766
New York,1860,653
New York,1861,1041
New York,1862,859
New York,1863,807
New York,1864,834
New York,1865,1028
New York,1866,979
New York,1867,985
New York,1868,856
New York,1869,988
New York,1870,985
New York,1871,989
New York,1872,994
New York,1873,991
New York,1874,990
New York,1875,994
New York,1876,1042
New York,1877,1041
New York,1878,1041
New York,1879,952
New York,1880,731
New York,1881,729
New York,1882,739
New York,1883,731
New York,1884,732
New York,1885,736
New York,1886,772
New York,1887,1001
New York,1888,1849
New York,1889,1639
New York,1890,1770
New York,1891,1591
New York,1892,1989
New York,1893,2015
New York,1894,2224
New York,1895,967
New York,1896,774
New York,1897,730
New York,1898,729
New York,1899,730
New York,1900,1032
New York,1901,1051
New York,1902,1043
New York,1903,1042
New York,1904,1047
New York,1905,1061
New York,1906,1045
New York,1907,1044
New York,1908,1053
New York,1909,808
New York,1910,755
New York,1911,1039
New York,1912,1043
New York,1913,1039
New York,1914,1037
New York,1915,1036
New York,1916,1042
New York,1917,1037
New York,1918,1036
New York,1919,1040
New York,1920,1118
New York,1921,1067
New York,1922,1039
New York,1941,50
New York,1942,53
New York,1943,52
New York,1944,52
New York,1945,48
New York,1946,3
New York,total_issues,80054
