Kentucky,1847,28
Kentucky,1848,53
Kentucky,1849,49
Kentucky,1862,27
Kentucky,1863,53
Kentucky,1864,42
Kentucky,1868,30
Kentucky,1869,18
Kentucky,1871,49
Kentucky,1872,90
Kentucky,1873,69
Kentucky,1874,82
Kentucky,1875,103
Kentucky,1876,129
Kentucky,1877,142
Kentucky,1878,162
Kentucky,1879,265
Kentucky,1880,282
Kentucky,1881,312
Kentucky,1882,722
Kentucky,1883,779
Kentucky,1884,719
Kentucky,1885,738
Kentucky,1886,786
Kentucky,1887,783
Kentucky,1888,739
Kentucky,1889,751
Kentucky,1890,821
Kentucky,1891,831
Kentucky,1892,1230
Kentucky,1893,1293
Kentucky,1894,1386
Kentucky,1895,1379
Kentucky,1896,1272
Kentucky,1897,1700
Kentucky,1898,1854
Kentucky,1899,1727
Kentucky,1900,1687
Kentucky,1901,2069
Kentucky,1902,1728
Kentucky,1903,2072
Kentucky,1904,2278
Kentucky,1905,2012
Kentucky,1906,1949
Kentucky,1907,1853
Kentucky,1908,1999
Kentucky,1909,2083
Kentucky,1910,2143
Kentucky,1911,1460
Kentucky,1912,1644
Kentucky,1913,1285
Kentucky,1914,1524
Kentucky,1915,1371
Kentucky,1916,1358
Kentucky,1917,1407
Kentucky,1918,1356
Kentucky,1919,1490
Kentucky,1920,1399
Kentucky,1921,1512
Kentucky,1922,1403
Kentucky,total_issues,60577
